Name	Art	Breitengrad	Längengrad	Strasse	Hausnummer	Plz	Ort	Rollstuhlgerecht	mobidat-ID	Deeplink
Wall - Citytoilette am Weddingplatz	Öffentliche Toiletten	52.5414700	13.3703300	Reinickendorfer Straße	9	13347	Mitte	teilweise	53288	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/53288/
Wall - Citytoilette am Wittenbergplatz	Öffentliche Toiletten	52.5024400	13.3423300	Tauentzienstraße	1	10789	Tempelhof - Schöneberg	teilweise	55073	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55073/
Wall - Citytoilette an der Argentinischen Allee	Öffentliche Toiletten	52.4421900	13.2402400	Fischerhüttenstraße	68	14163	Steglitz - Zehlendorf	teilweise	55924	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55924/
Wall - Citytoilette an der Berkaer Straße	Öffentliche Toiletten	52.4760622	13.2907758	Friedrichshaller Straße	21	14199	Charlottenburg - Wilmersdorf	teilweise	79679	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/79679/
Wall - Citytoilette an der Berliner Allee/Am Weißensee	Öffentliche Toiletten	52.5514600	13.4648000	Berliner Allee	150	13088	Pankow	teilweise	76643	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76643/
Wall - Citytoilette an der Berliner Straße	Öffentliche Toiletten	52.4862900	13.3269100	Badensche Straße	27	10715	Charlottenburg - Wilmersdorf	teilweise	54343	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54343/
Wall - Citytoilette an der Berliner Straße/U-Bahnhof Vinetastraße	Öffentliche Toiletten	52.5601371	13.4135905	Elsa-Brändström-Straße	1	13189	Pankow	teilweise	76596	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76596/
Wall - Citytoilette an der Binger Straße	Öffentliche Toiletten	52.4730778	13.3085652	Eberbacher Straße	31	14197	Charlottenburg - Wilmersdorf	teilweise	54334	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54334/
Wall - Citytoilette an der Bismarckstraße	Öffentliche Toiletten	52.4510251	13.3357583	Albrechtstraße	41	12169	Steglitz - Zehlendorf	teilweise	55929	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55929/
Wall - Citytoilette an der Blaschkoallee	Öffentliche Toiletten	52.4518345	13.4523673	Buschkrugallee	128	12359	Neukölln	teilweise	56425	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56425/
Wall - Citytoilette an der Briesingstraße	Öffentliche Toiletten	52.3869700	13.3987500	Bahnhofstraße	29	12305	Tempelhof - Schöneberg	teilweise	55053	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55053/
Wall - Citytoilette an der Bucher Chaussee/Achillesstraße	Öffentliche Toiletten	52.6174100	13.4885800	Achillesstraße	62	13125	Pankow	teilweise	76644	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76644/
Wall - Citytoilette an der Carl-Bolle Grundschule	Öffentliche Toiletten	52.5275123	13.3306526	Waldstraße	1	10551	Mitte	teilweise	53307	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/53307/
Wall - Citytoilette an der Edisonstraße	Öffentliche Toiletten	52.4646700	13.5138300	Griechische Allee	1	12459	Treptow - Köpenick	teilweise	55467	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55467/
Wall - Citytoilette an der Eisenacher Straße	Öffentliche Toiletten	52.4846529	13.3525718	Hauptstraße	35	10827	Tempelhof - Schöneberg	teilweise	55061	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55061/
Wall - Citytoilette an der Etkar-André-Straße	Öffentliche Toiletten	52.5302932	13.5922330	Etkar-André-Straße	1	12619	Marzahn - Hellersdorf	ja	77560	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77560/
Wall - Citytoilette an der Frankfurter Allee	Öffentliche Toiletten	52.5110115	13.4746495	Gürtelstraße	1	10365	Lichtenberg	teilweise	56273	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56273/
Wall - Citytoilette an der Gleimstraße/Am Falkplatz	Öffentliche Toiletten	52.5469495	13.4051821	Gleimstraße	8	10437	Pankow	teilweise	76725	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76725/
Wall - Citytoilette an der Goltzstraße	Öffentliche Toiletten	52.4948112	13.3531745	Hohenstaufenstraße	1	10781	Tempelhof - Schöneberg	teilweise	55068	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55068/
Wall - Citytoilette an der Greifswalder Straße/Grellstraße	Öffentliche Toiletten	52.5418500	13.4379000	Grellstraße	40	10409	Pankow	teilweise	76610	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76610/
Wall - Citytoilette an der Grenzallee	Öffentliche Toiletten	52.4705500	13.4647900	Sonnenallee	281	12057	Neukölln	teilweise	56441	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56441/
Wall - Citytoilette an der Groß-Ziethener Chaussee	Öffentliche Toiletten	52.4156729	13.4984836	Waltersdorfer Chaussee	7	12355	Neukölln	teilweise	56448	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56448/
Wall - Citytoilette an der Gudrunstraße	Öffentliche Toiletten	52.5149002	13.5066885	Rüdigerstraße	65	10365	Lichtenberg	teilweise	56269	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56269/
Wall - Citytoilette an der Hellersdorfer Straße	Öffentliche Toiletten	52.5360997	13.6008677	Kastanienallee	1	12627	Marzahn - Hellersdorf	ja	77582	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77582/
Wall - Citytoilette an der Hranitzkistraße	Öffentliche Toiletten	52.4226600	13.3706000	Marienfelder Allee	30	12277	Tempelhof - Schöneberg	teilweise	55058	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55058/
Wall - Citytoilette an der Karl-Marx-Straße	Öffentliche Toiletten	52.4789700	13.4385700	Ganghoferstraße	1	12043	Neukölln	teilweise	56438	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56438/
Wall - Citytoilette an der Königsberger Straße	Öffentliche Toiletten	52.4309200	13.3085400	Goerzallee	6	12207	Steglitz - Zehlendorf	teilweise	55914	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55914/
Wall - Citytoilette an der Kiefholzstraße	Öffentliche Toiletten	52.4660179	13.4868432	Kiefholzstraße	258	12437	Treptow - Köpenick	teilweise	55490	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55490/
Wall - Citytoilette an der Kufsteiner Straße	Öffentliche Toiletten	52.4806258	13.3373387	Fritz-Elsas-Straße	5	10825	Tempelhof - Schöneberg	teilweise	55055	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55055/
Wall - Citytoilette an der Landsberger Allee	Öffentliche Toiletten	52.5309589	13.4721179	Anton-Saefkow-Platz	1	10369	Lichtenberg	teilweise	56238	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56238/
Wall - Citytoilette an der Lückstraße	Öffentliche Toiletten	52.5026900	13.4825800	Archibaldweg	10	10317	Lichtenberg	teilweise	56268	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56268/
Wall - Citytoilette an der Lieselotte-Berger-Straße	Öffentliche Toiletten	52.4033555	13.5073602	Lieselotte-Berger-Straße 	23	12355	Neukölln	teilweise	56426	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56426/
Wall - Citytoilette an der Lindenstraße	Öffentliche Toiletten	52.4182100	13.3057800	Ostpreußendamm	120	12207	Steglitz - Zehlendorf	teilweise	55915	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55915/
Wall - Citytoilette an der Malteser Sraße	Öffentliche Toiletten	52.4135460	13.3631142	Marienfelder Allee	146	12279	Tempelhof - Schöneberg	teilweise	55062	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55062/
Wall - Citytoilette an der Marzahner Promenade	Öffentliche Toiletten	52.5452800	13.5491800	Franz-Stenzer-Straße	23	12679	Marzahn - Hellersdorf	ja	77599	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77599/
Wall - Citytoilette an der Märkischen Allee	Öffentliche Toiletten	52.5696704	13.5665198	Havemannstraße	2	12689	Marzahn - Hellersdorf	teilweise	77603	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77603/
Wall - Citytoilette an der Plesser Straße	Öffentliche Toiletten	52.4887957	13.4513109	Karl-Kunger-Straße	30	12435	Treptow - Köpenick	teilweise	55466	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55466/
Wall - Citytoilette an der Post	Öffentliche Toiletten	52.5562308	13.3834412	Osloer Straße	19a	13359	Mitte	teilweise	53323	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/53323/
Wall - Citytoilette an der Prenzlauer Allee/Danziger Straße	Öffentliche Toiletten	52.5390829	13.4253023	Danziger Straße	75	10405	Pankow	teilweise	76608	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76608/
Wall - Citytoilette an der Prenzlauer Allee/Ostseestraße	Öffentliche Toiletten	52.5513143	13.4309289	Ostseestraße	1	10409	Pankow	teilweise	76731	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76731/
Wall - Citytoilette an der Prenzlauer Allee/Wichertstraße	Öffentliche Toiletten	52.5460840	13.4272040	Wichertstraße	43	10439	Pankow	teilweise	76727	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76727/
Wall - Citytoilette an der Preußenallee/Reichsstraße	Öffentliche Toiletten	52.5160334	13.2596863	Olympische Straße	1	14052	Charlottenburg - Wilmersdorf	teilweise	54319	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54319/
Wall - Citytoilette an der Prinzenstraße	Öffentliche Toiletten	52.4447600	13.3851700	Mariendorfer Damm	90	12109	Tempelhof - Schöneberg	teilweise	55056	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55056/
Wall - Citytoilette an der Quedlinburger Straße	Öffentliche Toiletten	52.5395900	13.6048000	Stendaler Straße	30	12627	Marzahn - Hellersdorf	ja	77585	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77585/
Wall - Citytoilette an der Rathenaustraße	Öffentliche Toiletten	52.4586692	13.5261306	Wilhelminenhofstraße	60	12459	Treptow - Köpenick	teilweise	55473	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55473/
Wall - Citytoilette an der Rennbahnstraße	Öffentliche Toiletten	52.5569563	13.4661252	Große Seestraße	1	13086	Pankow	teilweise	76647	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76647/
Wall - Citytoilette an der Schönblicker Straße	Öffentliche Toiletten	52.4392900	13.7201700	Erknerstraße	.	12589	Treptow - Köpenick	teilweise	55483	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55483/
Wall - Citytoilette an der Schönhauser Allee/Bornholmer Straße	Öffentliche Toiletten	52.5537857	13.4133092	Bornholmer Straße	94	10439	Pankow	teilweise	76603	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76603/
Wall - Citytoilette an der Schönhauser Allee/Schivelbeiner Straße	Öffentliche Toiletten	52.5505672	13.4132118	Schivelbeiner Straße	49	10439	Pankow	teilweise	76625	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76625/
Wall - Citytoilette an der Schildhornstraße/Kreuznacher Straße	Öffentliche Toiletten	52.4684340	13.3111441	Breitenbachplatz	1	14195	Charlottenburg - Wilmersdorf	teilweise	54337	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54337/
Wall - Citytoilette an der Schloßstraße	Öffentliche Toiletten	52.4568066	13.3219826	Hermann-Ehlers-Platz	.	12163	Steglitz - Zehlendorf	teilweise	55910	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55910/
Wall - Citytoilette an der Stahlheimer Straße	Öffentliche Toiletten	52.5486607	13.4208409	Wichertstraße	21	10439	Pankow	teilweise	76627	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76627/
Wall - Citytoilette an der Waldowstraße	Öffentliche Toiletten	52.5452866	13.4939429	Degnerstraße	3	13053	Lichtenberg	teilweise	56242	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56242/
Wall - Citytoilette an der Wilmersdorfer Straße	Öffentliche Toiletten	52.5079900	13.3067300	Pestalozzistraße	32	10627	Charlottenburg - Wilmersdorf	teilweise	79680	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/79680/
Wall - Citytoilette Burgstraße	Öffentliche Toiletten	52.5221000	13.4012300	Henriette-Herz-Platz	1	10178	Mitte	teilweise	78151	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78151/
Wall - Citytoilette in der Waldstraße	Öffentliche Toiletten	52.5801200	13.4001000	Hermann-Hesse-Straße	19	13156	Pankow	teilweise	76712	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76712/
Wall - Citytoilette Linkstraße	Öffentliche Toiletten	52.5054376	13.3740361	Linkstraße	10	10785	Mitte	teilweise	72701	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/72701/
Wall - Citytoilette Oranienburger Tor	Öffentliche Toiletten	52.5425376	13.2064712	Neuendorfer Straße	4	13585	Spandau	teilweise	56274	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56274/
Wall - Citytoilette Stralsunder Straße	Öffentliche Toiletten	52.5395900	13.3956500	Stralsunder Straße	61	13355	Mitte	teilweise	75448	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/75448/
Wall - Citytoiletten	Öffentliche Toiletten	52.5699674	13.4067089	Breite Straße	35	13187	Pankow	teilweise	76591	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76591/
Wall - Toilettencenter am Alexanderplatz	Öffentliche Toiletten	52.5216866	13.4122055	Alexanderplatz	1	10178	Mitte	teilweise	63054	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/63054/
Wall-Citytoilette	Öffentliche Toiletten	52.5004300	13.5471800	Debenzer Straße	36	12683	Marzahn - Hellersdorf	ja	98378	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98378/
Wall-Citytoilette am Attilaplatz	Öffentliche Toiletten	52.4566100	13.3753600	Manteuffelstraße	32	12103	Tempelhof - Schöneberg	teilweise	55052	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55052/
Wall-Citytoilette Am Comeniusplatz/Gubener Straße	Öffentliche Toiletten	52.5111840	13.4485521	Torellstraße	6	10243	Friedrichshain - Kreuzberg	teilweise	54251	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54251/
Wall-Citytoilette am Forckenbeckplatz	Öffentliche Toiletten	52.5195533	13.4626037	Proskauer Straße	20	10247	Friedrichshain - Kreuzberg	teilweise	54248	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54248/
Wall-Citytoilette am Hermann-Stöhr-Platz	Öffentliche Toiletten	52.5115909	13.4336919	Erich-Steinfurth-Straße	27	10243	Friedrichshain - Kreuzberg	teilweise	54241	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54241/
Wall-Citytoilette am Kottbusser Damm	Öffentliche Toiletten	52.4958808	13.4197264	Planufer	96	10967	Friedrichshain - Kreuzberg	teilweise	54238	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54238/
Wall-Citytoilette am Kottbusser Tor	Öffentliche Toiletten	52.4987303	13.4181923	Kottbusser Straße	1	10999	Friedrichshain - Kreuzberg	teilweise	54237	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54237/
Wall-Citytoilette am Kranoldplatz	Öffentliche Toiletten	52.4270000	13.3256600	Brauerstraße	1	12209	Steglitz - Zehlendorf	teilweise	81033	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/81033/
Wall-Citytoilette am Mariendorfer Damm	Öffentliche Toiletten	52.4403600	13.3876900	Alt-Mariendorf	32	12107	Tempelhof - Schöneberg	teilweise	55051	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/55051/
Wall-Citytoilette am Platz der Vereinten Nationen	Öffentliche Toiletten	52.5252806	13.4300574	Friedenstraße	17	10249	Friedrichshain - Kreuzberg	teilweise	71510	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/71510/
Wall-Citytoilette am Traveplatz	Öffentliche Toiletten	52.5112032	13.4687777	Weichselstraße	14	10247	Friedrichshain - Kreuzberg	teilweise	54229	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54229/
Wall-Citytoilette am Wühlischplatz	Öffentliche Toiletten	52.5082023	13.4627844	Wühlischstraße	49	10245	Friedrichshain - Kreuzberg	teilweise	54225	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54225/
Wall-Citytoilette an der Fontanepromenade	Öffentliche Toiletten	52.4939161	13.4044204	Urbanstraße	20	10961	Friedrichshain - Kreuzberg	teilweise	54253	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54253/
Wall-Citytoilette an der Georgenkirchstraße	Öffentliche Toiletten	52.5270296	13.4269236	Friedenstraße	3	10249	Friedrichshain - Kreuzberg	teilweise	54247	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54247/
Wall-Citytoilette an der Glogauer Straße	Öffentliche Toiletten	52.4959265	13.4362140	Wiener Straße	48	10999	Friedrichshain - Kreuzberg	teilweise	54226	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54226/
Wall-Citytoilette an der Schleiermacherstraße	Öffentliche Toiletten	52.4906200	13.3974900	Gneisenaustraße	35	10961	Friedrichshain - Kreuzberg	teilweise	54246	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54246/
Wall-Citytoilette an der Skalitzer Straße	Öffentliche Toiletten	52.4998599	13.4299400	Lausitzer Platz	6	10997	Friedrichshain - Kreuzberg	teilweise	54236	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54236/
Wall-Citytoilette an der Warschauer Straße	Öffentliche Toiletten	52.5086815	13.4473920	Helsingforser Straße	30	10245	Friedrichshain - Kreuzberg	teilweise	54227	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/54227/
Wall-Citytoilette in der Bülowstraße	Öffentliche Toiletten	52.4977075	13.3624562	Bülowstraße/ Yorckstraße		10783	Tempelhof - Schöneberg	teilweise	88562	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/88562/
Walthers Buchladen	Buchhandlungen	52.4627400	13.3395500	Bismarckstraße	71	12157	Steglitz - Zehlendorf	ja	74779	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/74779/
Wannsee FORUM,  Wannseeheim für Jugendarbeit e.V	Weiterbildungsstätten	52.4132277	13.1525686	Hohenzollernstraße	14	14109	Steglitz - Zehlendorf	teilweise	93860	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/93860/
Wannsee FORUM, Wannseeheim für Jugendarbeit e.V. Landhaus	Weiterbildungsstätten	52.4132277	13.1525686	Hohenzollernstraße	14	14109	Steglitz - Zehlendorf	teilweise	93933	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/93933/
Waren ohne Mängel	Secondhand	52.4831936	13.3539212	Feurigstraße	52	10827	Tempelhof - Schöneberg	teilweise	77457	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77457/
Warschauer Bäckerei	Bäckereien, Konditoreien	52.5053133	13.4484321	Warschauer Straße	34	10243	Friedrichshain - Kreuzberg	ja	87699	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/87699/
Warschauer Music Store	MCs, CDs und Schallplatten	52.5131367	13.4532722	Warschauer Straße	77	10243	Friedrichshain - Kreuzberg	ja	84046	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/84046/
Wartenberg Gmbh Heizung - Sanitär	Gas, Heizung, Sanitär	52.4595998	13.4297913	Karl-Elsasser-Straße	1	12347	Neukölln	ja	56264	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56264/
Wartenberger Club GmbH	Fitnesscenter	52.5690300	13.5159900	Grevesmühlener Straße	20	13059	Lichtenberg	teilweise	49911	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/49911/
WASCHBAR -  SPANDAU	Reinigungen	52.5198300	13.1714700	Sandstraße	66	13593	Spandau	teilweise	73679	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/73679/
Waschhaus Alt-Köpenick	Restaurants und Gaststätten	52.4459200	13.5795000	Katzengraben	19	12555	Treptow - Köpenick	teilweise	89114	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/89114/
Waschhaus im Lindenhof GeWo Süd	Wäschereien	52.4577000	13.3622300	Reglinstraße	24	12105	Tempelhof - Schöneberg	teilweise	94914	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/94914/
Waschhaus Paulsborn	Reinigungen	52.4956000	13.3047000	Eisenzahnstraße	12	10709	Charlottenburg - Wilmersdorf	ja	78193	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/78193/
WasserUndSteine.de	Baubedarf, Gartenbedarf	52.6009100	13.3793700	Hauptstraße	157a	13158	Pankow	teilweise	86534	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86534/
Wasserwerk Spandau	Haltestellenbereich	52.5544100	13.1740600	Pionierstraße		13589	Spandau	ja	108293	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/108293/
Waterbed Discount Europe	Betten und Bettwaren	52.5532676	13.4675120	Berliner Allee	172	13088	Pankow	ja	79387	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/79387/
WAU Wirtshaus am Ufer	Restaurants und Gaststätten			Hallesches Ufer	32	10963	Friedrichshain - Kreuzberg	teilweise	99606	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/99606/
WÜNSCH DIR WAS	Spielwaren	52.5297700	13.4241700	Greifswalder Straße	228	10405	Pankow	ja	95005	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/95005/
Wäsche Wecke	Bekleidung allgemein	52.4583700	13.5785800	Bahnhofstraße	33 - 38	12555	Treptow - Köpenick	ja	32147	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/32147/
Wäsche WECKE	Bekleidung allgemein	52.5332900	13.1977900	Klosterstraße	3	13581	Spandau	teilweise	86147	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86147/
Wäsche WECKE	Unterwäsche	52.5486500	13.4529500	Berliner Allee	50	13088	Pankow	ja	87676	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/87676/
Wäsche WECKE	Unterwäsche	52.5486908	13.4137665	Schönhauser Allee	78 - 82	10439	Pankow	teilweise	87704	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/87704/
Wäsche WECKE	Unterwäsche	52.5699080	13.4046510	Breite Straße	20	13187	Pankow	teilweise	87705	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/87705/
Wäscherei am Moritzplatz	Wäschereien	52.5034500	13.4120800	Oranienstraße	54	10969	Friedrichshain - Kreuzberg	ja	108460	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/108460/
Wöhrl	Bekleidung allgemein	52.5068440	13.3738370	Alte Potsdamer Straße	7	10785	Mitte	ja	71542	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/71542/
Wörlitz Tourist	Reisebüros, Reiseveranstalter	52.5199800	13.4147500	Grunerstraße	20	10179	Mitte	ja	66934	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/66934/
Wörlitz Tourist Reisebüro GmbH	Reisebüros, Reiseveranstalter	52.4127000	13.5722900	Bruno-Taut-Straße	1	12524	Treptow - Köpenick	teilweise	63765	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/63765/
Wörlitz Tourist Reisebüro GmbH	Reisebüros, Reiseveranstalter	52.5486908	13.4137665	Schönhauser Allee	80	10439	Pankow	teilweise	77767	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77767/
Wörlitz Tourist Reisebüro GmbH	Reisebüros, Reiseveranstalter	52.5092740	13.3047220	Wilmersdorfer Straße	46	10627	Charlottenburg - Wilmersdorf	teilweise	87477	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/87477/
Wörlitz Tourist Reisebüro GmbH	Reisebüros, Reiseveranstalter	52.4300500	13.4576100	Johannisthaler Chaussee	317	12351	Neukölln	ja	91320	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/91320/
Württemberger Weinhaus	Wein- und Spirituosenhandlungen	52.5050423	13.3287903	Lotte-Lenya-Bogen	547	10623	Charlottenburg - Wilmersdorf	ja	90339	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/90339/
Wüstenrot Bausparkasse AG - Servicecenter	Versicherungen	52.4885200	13.3223100	Uhlandstraße	88 - 90	10717	Charlottenburg - Wilmersdorf	ja	51888	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/51888/
WBM Wohnungsbaugesellschaft Berlin-Mitte mbH - Servicecenter Mitte	Wohnungsbaugesellschaften und Mieterbüros	52.5188700	13.4108100	Rathausstraße	11 - 13	10178	Mitte	teilweise	90080	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/90080/
WBS TRAINING AG	Weiterbildungsstätten	52.5654500	13.3312400	Großkopfstraße	8	13403	Reinickendorf	teilweise	80066	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/80066/
WBS Training AG Plaza Frankfurter Allee	Weiterbildungsstätten	52.5154054	13.4680914	Voigtstraße	3	10247	Friedrichshain - Kreuzberg	teilweise	82550	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/82550/
WC an der Solarstation	Öffentliche Toiletten	52.4427095	13.5814241	Müggelheimer Straße		12555	Treptow - Köpenick	ja	73599	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/73599/
WE STORE	Bekleidung allgemein	52.5068440	13.3738370	Alte Potsdamer Straße	7	10785	Mitte	ja	98046	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98046/
WE Store Berlin	Oberbekleidung und Boutique	52.5199800	13.4147500	Grunerstraße	20	10179	Mitte	ja	66512	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/66512/
Wedding Apotheke im Gesundheitszentrum	Apotheken	52.5493800	13.3533100	Müllerstraße	139	13353	Mitte	ja	2435	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/2435/
WEGO in Alt-Karow	Bäderstudios	52.6114762	13.4824690	Alt-Karow	53	13125	Pankow	ja	87186	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/87186/
Weißenseer Apotheke	Apotheken	52.5535849	13.4505814	Schönstraße	5 - 7	13086	Pankow	ja	76906	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/76906/
WeiberWirtschaft eG	Kongresszentren	52.5353200	13.3991900	Anklamer Straße	38	10115	Mitte	teilweise	14348	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/14348/
Weiden-Apotheke	Apotheken	52.4021953	13.5433930	Ehrenfelder Straße	30	12524	Treptow - Köpenick	ja	63217	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/63217/
Weight Watchers - Andrea Jaquemar & Margit Krüger GbR	Dienstleistungen von A-Z	52.4990297	13.2991539	Markgraf-Albrecht-Straße	1	10711	Charlottenburg - Wilmersdorf	teilweise	72675	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/72675/
Wein & Whisky, Groß- und Einzelhandel	Wein- und Spirituosenhandlungen	52.4801862	13.3460554	Hauptstraße	58	10827	Tempelhof - Schöneberg	ja	79471	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/79471/
Wein Vergnügen	Wein- und Spirituosenhandlungen	52.4554400	13.3249500	Schützenstraße	1	12165	Steglitz - Zehlendorf	ja	84719	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/84719/
Wein-Pabst	Wein- und Spirituosenhandlungen	52.5094658	13.2963335	Suarezstraße	7	14057	Charlottenburg - Wilmersdorf	ja	77326	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/77326/
